321	AIE	(13-13, 13-13, 7-7-2-2-2-2-1-1-1-1)
321	AIF	(13-13, 7-7-2-2-2-2-1-1-1-1, 13-13)
321	AIG	(7-7-2-2-2-2-1-1-1-1, 13-13, 8-8-5-5)
321	AIH	(13-13, 8-8-5-5, 8-8-4-4-1-1)
321	AII	(8-8-5-5, 8-8-4-4-1-1, 7-7-5-5-1-1)
321	AIJ	(8-8-4-4-1-1, 7-7-5-5-1-1, 7-7-6-6)
321	AIK	(7-7-5-5-1-1, 7-7-6-6, 13-13)
321	AIL	(7-7-6-6, 13-13, 11-11-1-1-1-1)
321	AIM	(13-13, 11-11-1-1-1-1, 13-13)
321	AIN	(11-11-1-1-1-1, 13-13, 9-9-4-4)
321	AIO	(13-13, 9-9-4-4, 13-13)
321	AIP	(9-9-4-4, 13-13, 13-13)
321	AIQ	(13-13, 13-13, 7-7-4-4-1-1-1-1)
321	AIR	(12-12-1-1, 13-13, 8-8-3-3-2-2)
321	AIS	(13-13, 8-8-3-3-2-2, 10-10-2-2-1-1)
321	AIT	(8-8-3-3-2-2, 10-10-2-2-1-1, 6-6-4-4-3-3)
321	AIU	(10-10-2-2-1-1, 6-6-4-4-3-3, 6-6-4-4-2-2-1-1)
321	AIV	(6-6-4-4-3-3, 6-6-4-4-2-2-1-1, 8-8-3-3-2-2)
321	AIW	(6-6-4-4-2-2-1-1, 8-8-3-3-2-2, 7-7-3-3-3-3)
321	AIX	(8-8-3-3-2-2, 7-7-3-3-3-3, 13-13)
321	AIY	(7-7-3-3-3-3, 13-13, 13-13)
321	AIZ	(13-13, 13-13, 6-6-5-5-2-2)
321	AJA	(12-12-1-1, 8-8-3-3-2-2, 10-10-2-2-1-1)
321	AJB	(8-8-3-3-2-2, 10-10-2-2-1-1, 12-12-1-1)
321	AJC	(10-10-2-2-1-1, 12-12-1-1, 9-9-4-4)
321	AJD	(12-12-1-1, 9-9-4-4, 6-6-5-5-2-2)
321	AJE	(9-9-4-4, 6-6-5-5-2-2, 13-13)
321	AJF	(6-6-5-5-2-2, 13-13, 6-6-6-6-1-1)
321	AJG	(13-13, 6-6-6-6-1-1, 7-7-3-3-2-2-1-1)
321	AJH	(6-6-6-6-1-1, 7-7-3-3-2-2-1-1, 8-8-5-5)
321	AJI	(7-7-3-3-2-2-1-1, 8-8-5-5, 9-9-3-3-1-1)
321	AJJ	(8-8-5-5, 9-9-3-3-1-1, 11-11-2-2)
321	AJK	(9-9-3-3-1-1, 11-11-2-2, 8-8-4-4-1-1)
321	AJL	(11-11-2-2, 8-8-4-4-1-1, 8-8-3-3-2-2)
321	AJM	(8-8-4-4-1-1, 8-8-3-3-2-2, 12-12-1-1)
321	AJN	(8-8-3-3-2-2, 12-12-1-1, 11-11-2-2)
321	AJO	(12-12-1-1, 11-11-2-2, 5-5-4-4-2-2-2-2)
321	AJP	(11-11-2-2, 5-5-4-4-2-2-2-2, 10-10-2-2-1-1)
321	AJQ	(5-5-4-4-2-2-2-2, 10-10-2-2-1-1, 13-13)
321	AJR	(13-13, 7-7-4-4-1-1-1-1, 11-11-1-1-1-1)
321	AJS	(7-7-4-4-1-1-1-1, 11-11-1-1-1-1, 12-12-1-1)
321	AJT	(11-11-1-1-1-1, 12-12-1-1, 7-7-4-4-1-1-1-1)
321	AJU	(12-12-1-1, 7-7-4-4-1-1-1-1, 12-12-1-1)
321	AJV	(7-7-4-4-1-1-1-1, 12-12-1-1, 12-12-1-1)
321	AJW	(12-12-1-1, 12-12-1-1, 9-9-3-3-1-1)
321	AJX	(12-12-1-1, 9-9-3-3-1-1, 7-7-5-5-1-1)
321	AJY	(9-9-3-3-1-1, 7-7-5-5-1-1, 12-12-1-1)
321	AJZ	(7-7-5-5-1-1, 12-12-1-1, 8-8-3-3-2-2)
321	AKA	(9-9-3-3-1-1, 9-9-4-4, 11-11-1-1-1-1)
321	AKB	(9-9-4-4, 11-11-1-1-1-1, 10-10-2-2-1-1)
321	AKC	(11-11-1-1-1-1, 10-10-2-2-1-1, 11-11-2-2)
321	AKD	(10-10-2-2-1-1, 11-11-2-2, 5-5-4-4-4-4)
321	AKE	(11-11-2-2, 5-5-4-4-4-4, 8-8-5-5)
321	AKF	(5-5-4-4-4-4, 8-8-5-5, 12-12-1-1)
321	AKG	(8-8-5-5, 12-12-1-1, 12-12-1-1)
321	AKH	(12-12-1-1, 12-12-1-1, 13-13)
321	AKI	(12-12-1-1, 13-13, 6-6-4-4-3-3)
321	AKJ	(13-13, 6-6-4-4-3-3, 9-9-3-3-1-1)
321	AKK	(6-6-4-4-3-3, 9-9-3-3-1-1, 11-11-1-1-1-1)
321	AKL	(9-9-3-3-1-1, 11-11-1-1-1-1, 13-13)
321	AKM	(11-11-1-1-1-1, 13-13, 5-5-4-4-3-3-1-1)
321	AKN	(13-13, 5-5-4-4-3-3-1-1, 5-5-4-4-2-2-2-2)
321	AKO	(5-5-4-4-3-3-1-1, 5-5-4-4-2-2-2-2, 6-6-4-4-2-2-1-1)
321	AKP	(5-5-4-4-2-2-2-2, 6-6-4-4-2-2-1-1, 6-6-4-4-3-3)
321	AKQ	(6-6-4-4-2-2-1-1, 6-6-4-4-3-3, 7-7-4-4-1-1-1-1)
321	AKR	(10-10-2-2-1-1, 13-13, 10-10-2-2-1-1)
321	AKS	(13-13, 10-10-2-2-1-1, 13-13)
321	AKT	(10-10-2-2-1-1, 13-13, 6-6-5-5-2-2)
321	AKU	(13-13, 6-6-5-5-2-2, 13-13)
321	AKV	(6-6-5-5-2-2, 13-13, 11-11-2-2)
321	AKW	(13-13, 11-11-2-2, 8-8-5-5)
321	AKX	(11-11-2-2, 8-8-5-5, 10-10-3-3)
321	AKY	(8-8-5-5, 10-10-3-3, 9-9-3-3-1-1)
